DR,NARRATIVE,CRIMETYPE
101008356,S SMASHED WNDW AND REMOVED PROP,BURG
91307192,S1 S2 IN VEH S1 EXITED VEH FIRED 5X INTO V RESD STRIKING V 1X S1 REENTRD VEH SUSPS FLED NB GRAND AV IN VEH. SUSPHOB.,Aggravated Assault  
91219522,UNK SUSP SMASHED RAR RIGHT WINDOW GAIN ENTRY INTO VEH AND REMOEVD PRPERTY FROM VEH VICT DROVE VEH TO STATION,BTFV
90122297,SUSP SOLD VICT AMERICAN MUSIC AWARDS TICKETS  SUSP SOLD VICT PHONY TICKETS,THEFT
90517482,UNK SUSP PUNCHED DRVR SIDE DOOR LOOK AND ENTERED VEH SUSPS REMOVED IGNITION WIRE COVER AND PULLED OUT WIRES SUSP ATTEMPTED TO PUNCH IGNITION THEN FLED,Grand Theft Auto 
110306875, UNK SS TOOK VICTS PROP AND DID NOT GIVE IT BACK TO HER,THEFT
90814761,UNK S ENTERED V RESIDENCE VIA UNK MEANS AND REMOVED V PROP,THEFT
110611381,VICTS GIRLFRIEND SUSPECT TOOK VICTS PROPERTY AND FLED TO CHICAGO WITH  VICTS PROPERTY,THEFT
101819909, S USED UNK OBJ TO OPEN VEH ADN PUNCHED IGNITION WITH UNK TOOL,Grand Theft Auto 
91233500,UNK SUSP ENTERED LOCATION THROUGH REAR WINDOW UNK USPS RMOVED PROPERTY AND FLED THROUGH POE IN UNKNOWN DIRECTION,BURG
90606705,UNK SUSP PRIED OPEN VICTS REAR PASS WINDOW SHATTERING THE WINDOW SUSP  TOOK PROP AND FLED IN UNK DIRECTION VICT FOUND A CELLPHONE IN HIS VEH,BTFV
110318171, SUS AND VIC INVLD IN ARGUMENT SUS HIT VIC WITH GLASS BOTTLE THEN FLED,Aggravated Assault  
110901032, VICT AND SUSP ARE BEST FRIENDS AND THEY WERE INVOLVED IN HEATED ARGUMENT OVER PROP  DURING ARGUMENT SUSP SHOT GUN AT VICT,Aggravated Assault  
101214180,S APP V FROM BEHIND PLACED KNIFE TO V THROAT AND DEMANDED PROP  S THEN FLED LOC,Robbery
130508365,UNK SUSP RMVD PART FROM VICTS VEH AND FLED IN UNK DIR                  PROP TAKENCATALYTIC CONVERTER,BTFV
91811540,V ASKED S TO LEAVE PROP S STATED YOUR JUST A SECURITY GUARD AND PUNCHEDTHE V IN THE CHEST AND PULLED OUT A KNIFE V IN FEAR FOR HIS LIFE,Aggravated Assault  
100718084,UNK SUSP ENTERED VICTS VEH AND REMOVED PROPERTY,BTFV
101711060,S SELECTED ITEM FROM SHELF  CONCEALED ITEM  PASSING ALL MANNED REGISTERWITHOUT ATTEMPTING TO PAY  SUSP WAS PLACED UNDER PPA,THEFT
121425569,UNK S ENT V VEH TRHOUGH POSS UNLCKD PSNGR DOOR AND RMVD PROP UNK S FLEDTO UNK LOC,BTFV
91614685,DEFT PUSHED AND PUNCHED VIC IN ATTEMPT TO TAKE VIC MONEY AND CAR KEYS,Robbery
100622571,MAYORGA ARR 12021 A PC FELON POSS OF FIREARM AND CALHOUN ARR 11377 S HSPOSS OF METH OFCRS USED STOLEN RPRT NUMBER AND BKD EVIDENCE,Grand Theft Auto 
90807455,UNK SUSPS APPROACHED VICTS PARKED VEH SUSPS USED UNK OBJECT TO PRY     DRIVERS SIDE WINDOW SUSPS ENTERED VICTS VEH AND REMOVED PROPERTY,BTFV
120815592,SUSP TIERRA MOORE USED A COUNTERFEIT AMX CREDIT CARD TO RENT VEH       WITHOUT V PERMISSION OR KNOWLEDGE,Grand Theft Auto 
120110396,S3 AND S4 DISTRACTED EMPLOYEES WHILE S1 AND S2 TOOK JEWELRY FROM THE FRT OF STORE.,THEFT
112015892,SUSP REMOVED VICTS SCREEN FROM OPEN WINDOW SUSP ENTERED VICTS BEDROOM REMOVED VICTS PROPERTY FROM APARTMENT,BURG
111319418, S DROVE BY V FATHERS HOUSE AND POINTED A GUN AT V S DROVE WB TO UNK   LOC. SUSPNSU/HOB.,Aggravated Assault  
121220608, UNK SUPS ENTERED LOC BY REMOVING THE SCREEN TO THE OPEN FORNT WINDOW SUSP REMOVED VICT PROP AND FLED THRU THE FRONT DOOR,BURG
91514525,UNK SUSP ENTERED VICTS RESID BY FORCING REAR DOOR OPEN VICT WAS INSIDE RESID SUSP FLED TO UNK LOC WITHOUT VICTS PROP,BURG
131706613,S APPROACHED V W BOX CUTTERS  S STATED IM GOING TO CUT YOU  S CUT V ON HIS RIGHT HAND,Aggravated Assault  
121709580,UNK S TOOK V WALLET FROM A CHAIR WHILE V WAS EATING IN A RESTAURANT,THEFT
122010567, VICT DROPPED IPAD OFF 5TH FLOOR BALCONY IPAD LANDED ON THE GRASS VICT IMMEDIATELY WENT OUTSIDE TO RETRIEVE PROPERTY AND DISCOVERED PROP MISSING VICT,THEFT
131712230,UNK SUPS APPRCHD VS VEH SMASHED FRNT PASSENGER WINDOW ENTERED VEHICLE  AND REMOVED SELECTED PROPERTY,BTFV
91214375,S RAMMED V1 VEH WITH V2 ON TOP S VEH HOOD AT IMPACT V2 HIT THE GROUND  S FLED LOCATION,Aggravated Assault  
110415123,UNK SUSPS MAKE ENTRY INTO BUSINESS BY SMASHING L OCK SUSPS REMOVE PROPERTY AND FLED NO SUSPS SEEN OR HEARD,BURG
140210608,SUBJECTS ATTACKED V AFTER SCHOOL SUBJS CHASED V INTO BOYS LOCKER ROOM  ONE SUBJECT POINTED A GUN AT V MIRANDA V2,Aggravated Assault  
100629309,UNK SUSP APPROACHED VICTS VEH AND UNLOCKED DOOR WITH UNK TOOL UNKSUSP GRABBED VICTS PROP AND FLED TO UNK LOC WITH VICTS PROP,BTFV
120307627,UNK SUSPS POSS USED BODILY FORCE TO GAIN ENTRY TO VICTS LOCKED AND SECURED ROOM AND TOOK HIS PROPERTY FROM WITHIN,BURG
91116322,UNK SUSPS EXITED VEH AND APPROACHED V SUSPS PATTED VICTS POCKETS AND   REMOVED PROP S THEN GOT INTO THE VEH AND FLED,Robbery
101101566,DEFT PLACED HOT IRON BURNING VICTS LEG,Aggravated Assault  
101606153,UNK S POSS USED KEY TO ENT AND REMOVED RADIO,BTFV
111611698,UNK SUSPS SMASHED OPEN OFFICE WINDOW TO ENTER LOC THEN TOOK TWO RIFLES THEN FLED TO UNK LOC,BURG
131904785,UNK S USED UNK OBJ TO SMASH REAR VEH WINDOW AND REMOVED PROP,BTFV
142108787,SUBJ IS VICT SON Grand Theft Auto  WITH PROPERTY BOOKED MARIJUANA,Grand Theft Auto 
100328476,DEFT ENTERED STORE SELECTED ITEMS FROM TEIR RESPECTIVE DEPARTMENTS DEFTREMOVED ALARM FROM ITEMS WITH POCKETS KNIFE ITEMS WERE CONCEALED INSIDE JACKET,BURG
140315703,S SNATCHED V PHONE FROM HER HAND AS SHE WAS ATTEMPTING TO CALL PD AFTER V WAS INVOLVED IN A PHYSICAL ALTERCATION WITH FEMALE FRIEND,Robbery
131510852,UNK SUSP ENTERED VICTS VEH BY SMASHING WINDOW WITH UNK OBJ SUSP THEN REMOVED VICTS PROP,BTFV
112013659,VICT LOCKED AND SECURED VEH UPON RETURN TO VEH VICT OBSERVED A SMASHED WINDOW AND HIS PROP MISSING UNK SUSP SMASHED WINDOW AND TOOK PROP,BTFV
90600592,UNK S ENTERED PRVT PRKG STRUCTURE PRIED DOOR LOCK OF V VEH TO GAIN NTRYPUNCHED IGNITION AND RIPPED STEERING COLUMN  UNK S POSS INTERRUPTED AND FLED,Grand Theft Auto 
141108274,UNK SS ENTD VEH N RMVD PROP FROM BACKPACK,BTFV
121608164,VICT WAS RIDING HIS BIKE WHEN SUSP EXITED VEH AND APPROACHED THE VICT DEMANDING HIS BIKE  VICT FLED ON HIS BIKE WITH NO PROP TAKEN  IN CUSTODY,Robbery
121714973,S OPENED TRUNK OF V VEH AND REMOVED PROPERTY THEN FLED LOC,BTFV
111118884,VICT PLACED CHECK IN AN ENVELOPE TO MAIL ON TOP OF APARTMENT MAILBOXES UNK SUSP TOOK CHECK PAYMENT BEFORE PICKUP BY MAILMAN,THEFT
131719049,UNK S ENTERED VICTS RESI THROUGH UNLOCKED SIDE WINDOW S REMOVED VICTS PROPERTY AND FLED VIA REAR DOOR IN AN UNK DIRECTION,BURG
91123294,SUSP APPROACHED VICT AND CHILD ON FOOT  SUSP REMOVED VICTS JEWELERY    FROM VICTS WRIST AND NECK  SUSP FLED NB ON CORONADO FROM SUNSET ON FOOT,Robbery
91426364,UNK SUSPS REM VICTS BIKE RACK FROM VICTS VEH UNK SUSPS FLED LOC IN UNK DIR WITH VICTS BIKE RACK,BTFV
110707250,UNK SUSPECTS SMAHED THE FRONT PASSENGER WINDOW OF VICTS VEH SUSPECT MADE ENTRY REMOVED VICTS PROP AND FLED THE LOCATION UNSEEN,BTFV
131106063,SUSPS APPROACHED VICT ONE SUSP POINTS A GUN AT VICT AND DEMANDED PROP SUSPS FLED WITH VICTS PROP,Robbery
91515591,WHILE EMPLOYEE WENT TO LOOK FOR ADDITIONAL MERCHANDISE  SUSP FLED LOC WITH VICTS PROP,THEFT
121221321,SUSP PUNCHED VIC IN THE FACE REMOVED VICS PROP FROM ONE OF VICS REAR PANTS POCKETS AND FLED LOCATION ON FOOT,Robbery
120710165,SUSP ENTERED OPEN BUSINESS SUSP SELECTED MERCHANDISE AND CONCEALED IT  SUSP EXITED STORE MAKING NO ATTEMPT TO PAY FOR MERCHANDISE,THEFT
120704964,VICT STATED UNK SUSP ENTERED HIS VEH BY UNK MEANS VICT STATED HIS VEH  WAS COMPLETELY RANSACKED BUT THERE IS NOT ANYTHING MISSING AT THIS TIME,BTFV
110715580,SUSP INTENTIONALLY DROVE VEH INTO VICT CAUSING INJURIES,Aggravated Assault  
121222918,UNK S WERE OVER AT V RES AND REMOVED V PROP S FLED WITH V PROP,THEFT
121227847,S AND V ARE FORMER COHAB AND HAVE THREE CHILDREN IN COMMON S WALKED    INTO RESID PUSHED V AND REMOVED HER PURSE FROMS HER SHOULDER S REMOVE PROP,Robbery
121212482,S ENTERED UNLOCKED RESD VIA REAR BATHROOM WINDOW RANSACKED RESD FLED RESD OUT REAR BEDROOM,BURG
131323288,V LCKED AND SECURED RESD UNK S UNLOCKED RR RESD DOOR AND ENT RESD S RMVD MISC JEWELRY FROM BDRM THEN FLED LOC VIA POE,BURG
140312597,S1 GRABBED V1 BY THE ARM PUSHED HER INTO HOTEL ROOM AND STRANGLED HER BY THE NECK V1 BLACKED OUT DUE TO BEING STRANGLED S1 THEN FLED LOC SB,Aggravated Assault  
141807997,OFCRS ARR S FOR DRIVING STOLEN VEH WIHOUT OWNRS CONSENT,Grand Theft Auto 
111229557,VICTIMS WERE WALKING NORTHBOUND 3RD AV FROM FLORENCE WHEN THEY WERE APPROACHED BY 2 SUSPS SUSPS FIRED 34 SHOTS FROM THE ST SUSPS FLED IN VEH,Aggravated Assault  
110906307,UNK SUS SMSH RT SIDE WINDOW OF VIC LOCK VEHSUS RMVD VIC WALLET AND FLD,BTFV
91521167,UNK SUSPS SMASHED VICTS VEH WINDOW ENTERED VEH AND REMOVED PROP THEN FLED LOC IN AN UNK DIR,BTFV
100700807,SUSPS DROVE PAST VICTS EXIT VEH S1 HOLDING A HANDGUN DEMANDED VICTS PROPERTY VICTS IN FEAR COMPLIED SUSP FLED WITH PROPERTY,Robbery
92008764,S2 AND THE V WERE IN A VERBAL ALTERCATION THAT ESCULATED TO A PHYSICAL CONFRONTATION AFTER S1 PUSHED V TO THE GROUND S2 THEN PUNCHED V TWO TIMES,Aggravated Assault  
111811798, SUSP TOOK VICT PROP THEN FLED WITH PROP IN UNK DIRECTION,THEFT
111919321,UNK S SMASHED THE FRONT DRVR WINDOW OF THE V VEH S UNLOCKED THE DOOR  AND ENTERED THE VEH S REMOVED V PROP FROM THE VEH AND FLED THE LOC IN UNK DIR,BTFV
91234206,S APPROACHED THE V AND ASKED FOR MON S PRODUCED A AND POINTED AT THE V S TOOK V PROP AND FLED LOC,Robbery
90413768,UNK SUSP USED A POSSIBLE SCREWDRIVER TO GAIN ENTRANCE INTO STORAGE BUNGALOW AND REMOVED PRP UNK SUSP FLED THEN FLED LOCATION,BURG
121319637,UNK SUSP PRIED OPEN DROIVER SIDE WINDOW OF VICT VEH SUSP REMOVED VICT  PROPERTY N FLED LOC IN AN UNK DIRECTION,BTFV
101606476,SUSP ENTERS STORE AND STATES  GIVE ME YOUR F ING MONEY  SUSP EMPTIES   TRASH CAN  SUSP POINTS GUN WHILE HOLDING TRASHBAG FOR VIC MONEY AND CELL,Robbery
101706049,SUSPS RESIDE AT GROUP HOME ADVISED GROUP HOME STAFF THAT THEY HAVE THE STOLEN VEH STAFF CALLED PD,Grand Theft Auto 
101118253,UNK SUSPS REMOVED VS PROP FROM VS PURSE AND FLED IN AN UNK DIRECTION   WITH VS PROP,THEFT
91113386,UNK SUSPS ENTERED LOC  REMOVED PROPERTY AND FLED LOC,BURG
130410075,SUSP ENTERED LOCKED AND SECURED SERVICE YARD BY CUTTING LOCK SUSP THEN SMASHED WINDOW AND ENTERED SERVICE STORAGE ROOM SUSP ALSO VANDALIZED CITY VEH,BURG
120516808,UNK SUSP USED UNK OBJ TO BREAK VICTS VEH RIGHT WIN & REMOVED VICTS PROP REMOVED PURSE CDL MISC CHECKS MONEY LOC CVS PARKING LOT,BTFV
110311758,UNK SUSP PULLED UP NEXT TO VICTS VEH AND FIRED 6 ROUNDS AT VICTS VEH WITH UNK TYPE HANDGUN,Aggravated Assault  
101018802, VICT PARKED AND LOCKED VEH  VICT RETURNED TO HER VEH AND OBSERVED THATVEH DOORS WERE LOCKED BY HER STEERING COLUMN AND IGNITION SWITCH WAS BROKEN,Grand Theft Auto 
141500526,SUSPS ENTER VICTS RESID AND PUNCH VICT IN FACE APPROX 7X IN EYE WITH   HARD OBJECT  SUSPS FLEE IN UNK DIR,Aggravated Assault  
141912845,S ENTERED STORE AND SELECTED BEER CLERK ADVISED THAT S WERE TO YOUNG TOPURCHASE BEER S PULLED A KNIFE ON THE CLERK S FLED WITH BEER,Robbery
101219882, S AND V BECAME INVLD IN A VERBAL SISPUTE S BECAME ENRAGED PULLED A POCKET KNIFE FROM HIS RIGHT FRONT PANT POCKET AND CUT V  S LEFT TO UNK LOC,Aggravated Assault  
131219450,UNK S USED UNK TOOLS TO PRY STORAGE DOOR OPEN S ENTERED GARGE AND      RANSACKED STORAGE AREA S FLED IN UNK DIR,BURG
100919952,UNK SUS APP V1 FROM BEHIND AMD STRICK V1 W UNK OBJ ON RT SIDE OF FACE  V1 LOST CONSCIOUSNESS AND UNABLE TO REMEMBR SUS,Robbery
141706868,UNK S REMOVED PURSE THAT WAS ON THE BENCH NEXT TO HER WHILE SHE WAS TRYING ON SHOES,THEFT
110212762,S PUT A KNIFE TO V THROAT AND STATED IN SPANISH IF YOU MOVE ILL KILL   YOU INDIAN S LEFT EB 12TH STREET IN VEH,Aggravated Assault  
131615283,S VANDALIZED DOOR MECHANISM AND MADE ENTRY. SUSP VANDALIZED VEH & RMVD CDS & SUN VISORS ($220),BTFV
131522668,SUSPS APPROACHED V TRAILER PRIED OPEN DOOR TO GAIN ENTRY RANSACKED     AND FLED LOC WITH PROP,BTFV
91710087,SUSPS REMOVED LCD SCREENS SPEAKERS AND AN AMPLIFIER FROM THE VICTS VEH WHILE IT WAS IN A PRIVATE TOW YARD WITHOUT CONSENT,BTFV
132018002,UNK S GAINED ACCESS TO V VEHICLE AND REMOVED V PROP FROM THE TRUNK,BTFV
100407698,SUSPECT LOOKED OVER IRON GATE TOWARDS THE VICTS WHO WERE WALKING IN THEALLEY AND STATED WHERE YOU FROM  S THEN PRODUCED A HANDGUN AND FIRED HITTING V,Aggravated Assault  
131615756,S1 DISTRACTED W1 WHILE S2 RMVD VEH KEYS. SUSPS RETURNED LATER & ATT TO REMOVE VEH. SUSPS FLED WHEN CONFRONTED BY W2,Grand Theft Auto 
91917806,SUSPS ENTERED VICTS VEH PLACED STEERING WHL ONTO VICTS VEH STEERING    COLUMN SUSPS THEN FLED ON FOOT AND ENTERED SUSPS VEH FLEEING IN UNK DIRECTION,Grand Theft Auto 
100801343,SUSP ATTP TO FORCE ENTRY INTO VICTS LOCKED VEH PULLING Aggravated Assault  RESSIVELY ON DOOR HANDLE AND MANIPULATING TRUNK LOCK CELLPHONE INSIDE,BTFV
90509531,UNK S ENT LOT REMOVED TRAILER CONTAINING VICTS PROP,Grand Theft Auto 
100322391,S APPROACHED V AND PUSHED V DOWN S THEN REMOVED PURSE AND FLED SB THROUGH THE ALLEY,Robbery
130314629,V1 AND S3 WERE INVOLVED IN A VERBAL DISPUTE SUSPS 1 2 APPROACHED V1 ANDPUNCHED V1 IN THE FACE NUMEROUS TIMES SUSPS 3 6 THEN APPROACHED V1 KICKED HER,Aggravated Assault  
90419919,SUSPS FIRED MULTIPLE GUNSHOTS AT VICT VEHICLE STRIKING BOTH VICT1 AND VICT2,Aggravated Assault  
121420960,V OBS PROP FROM LOCKED VEH,BTFV
120318580,V1 WAS SHOT TWICE DURING A PHYSICAL ALTERCATION WITH ANOTHER MALE WHO IS A DOCUMENTED KNOWN GANG MEMBER,Aggravated Assault  
101312866,R ADV THAT UNK S FORCED ENTRY ONTO HIS VEH AND DAMAGED THE IGNITION CONSOLE IN AN ATT TO DRIVE THE VEH,Grand Theft Auto 
120212057,UNK SUSPS USED SHARP TOOL AND CUT OPEN WINDOW SCREEN GAINED ENTRY      AND REMOVED VICTS PROP,BURG
112015939,UNK S SNATCHED V CHAIN FROM HER NECK AND SHOVED V TO THE GROUND S FLED SB ON VERMONT TOWARDS 1 ST ON FOOT,Robbery
111913148,UNK S GAINED ACCESS INTO LOC FROM REAR UNK S ENTERED LOC AND DID NOT  TAKE ANY PROP UNK S FLED LOC IN UNK LOC,BURG
91427117,UNK SUSPS GAINED ENTRY TO VICTS VEH BY UNK MEANS UNK SUSPS REM VICTS   PROP AND FLED LOC WITH PROP,BTFV
121816814, SUSP APPROACHED VICT ON FOOT PUNCHED V IN THE FACE REMOVED V WALLET   FROM HIS PANTS REMOVED HIS US CURRENCY AND FLED WITH CURRENCY NB ALAVON,Robbery
141105032,SUSP USED AN UNK TOOL TO BREAK VICTS PASS VEH WINDOW  SUSP ATT TO STARTVEH BUT FAILED  SUSP TOOK VICTS PROP AND FLED,Grand Theft Auto 
120222673,UNK SUSPS SMASHED FRONT WINDOW ENT VEH AND REMOVED VICT PROP,BTFV
122114393,VICTS PROP WAS TAKEN FROM DRIVEWAY OF RES WHILE WORK WAS BEING DONE,THEFT
110207406,UNK SUSP APPROACHED VICT GRABBED VICT PUNCHED VICT AND TOOK VICTS PROP,Robbery
90120144,UNK SUSP USED UNK TOOL TO SMASH WINDOW OF VICTS VEH UNK SUSP REACHED   INSIDE VICTS VEH OPEN GLOVE COMPARTMENT AND REMOVED VICT SPROP,BTFV
141611073,SUSP RMVD XBOX CLOTHES BAG W/O PAYING & EXITED VIA EMERGENCY EXIT DOOR ($611),THEFT
91213903,SUSPS PULLED UP TO V VEH AND REAR PASS S FIRED SEVERAL ROUNDS AT V HITTING V1 ONCE ASSIGNED TO GANG TABLE,Aggravated Assault  
101015403,SUSP HAD KEY TO UNLOCK GATE TO SECURED LOC S1 ATTEMPTED TO DRIVE VICTS VEH OUT OF THE LOT W OUT VICTS PERMISSION,Grand Theft Auto 
100312627, S1 BEGAN A PHYSICAL FIGHT W V2 S2 AND S3 JOINED S1 AND PUNCHED AND KICKED V2 S1 KICKED OVER V1 CAR SEAT SS FLED OUT REAR ALLEY,Aggravated Assault  
110412523,UNK SUSP SCALED FENCE LOT LOCK TO FRONT DOOR OF OFFICE TOOK VEH TITLES FROM OFFICE,BURG
132020782,SUSP AND VICT WERE INVOLVED IN ARGUMENT SUSP BECAME ANGRY AND ATTEMPTEDTO STAB VICT WITH KNIFE,Aggravated Assault  
140906374,UNK SUS FORCE ENT TO V1 RESID BY BREAKING SCREENDOOR LOCKSUS RMVD PROPAND FLED LOC,BURG
140307058,VICT VEH STOLEN ON 22514 VEH RECOVERED AT 30TH AND HILLCREST VICT OBSERVED SEVERAL ITEMS REMOVED FROM VEH,Grand Theft Auto 
91211672,S APPROCHED V FROM BEHIND RESTRAINED V ATTEMPTED TO TAKE OUT HIS WALLETV FOUGHT S OFF S FLED TO UNK LOCATION,Robbery
91506715,UNK SUSPS TOOK THE VICTS VEH THAT WAS RECOVERED BY THE VICT THE SUSPS REMOVED PROP FROM THE VEH AND FLED THE LOC,Grand Theft Auto 
141010761, UNK SUSPS REMOVED VICTS TAILGATE FROM TRUCK WHILE PARKED AT LOCATION  RP ADVISED NO SURVEILLANCE CAMERAS AT LOC  NO PERMISSION GIVEN TO TAKE ITEM,BTFV
91115236,SUSP PRODUCED HANDGUN FIRED SHOTS AT VICTS,Aggravated Assault  
101008215,SUSP FOLLOWED VICT  VICT AND SUSP BOTH EXITED VEH AND CONFRONT EACH    OTHER  SUSP BEGAN STABBED VICT WITH KNIFE  SUSP FLED IN VEH IN UNK DIR,Aggravated Assault  
121910357,SUSP CLAIMED TO REFINANCE VICTS HOME  VICT PAID SUSP 25000 OVER THE COURSE OF TWO YRS  SUSP DID NOT TRANSFER CURRENCY TO VICTS BANK,THEFT
111407691,SUSPS WAITED OUTSIDE OF VICTS APT VICT RETURNED SUSP 1 PUNCHED VICT    AND DEMANDED ENTRY ALL SUSPS ENTERED LOC AND REMOVED PROP,Robbery
110606936,V WAS PHYSICALLY ASSAULTED BY S1 WHILE S2 DIRECTED S1 WHAT TO DO S1 STRANGLED V,Aggravated Assault  
111428686,ON ABOVE DATE AND TIMES UNK SUSPS GAINED ENTRY VIA OPEN WINDOW AND     REMOVED VICTS PERSONAL PROP,BURG
111420891,S FAILED TO RETURN VEH AS PER CAR RENTAL AGREEMENT,Grand Theft Auto 
101006167,S SMASHED WDNW AND GAINED ENTRY BUT UNK IF PROP TAKEN,BURG
100521064,UNK SUSP GAIN ENTRY INTO VICTS LOCKED VEH W/POSS SLIM JIM SUSP ATTEMPTED TO HOT WIRE VEH DAMAGING THE STEERING COLUMN & ELECTRICAL SYSTEM,Grand Theft Auto 
121706493,UNK SUSP APPROACHED V FRM UNK DIRECTION AND PUNCHED FRNT DRIVER DOOR   WITH AN AWL AND STOLE VEH S ABANDONED VEH AND TOOK PROP AND FLED LOC,Grand Theft Auto 
130912653,UNK SUSP SMASHED VEH RT FT WINDOW ATTEMPTED TO REMOVE RADIO   DAMAGED  RADIO AND DASH,BTFV
110817247,SUSPS APPROACHED VICTS VEH AND FORCED ENTRY SUSPS RMVD ITEMS SUSPS FLEDIN UNK DIR,BTFV
121206074,UNK SUSP APPRO V PULLED KNIFE FORCED V TO GIVE SUSP HIS CELLPHONE SUSP FLED LOC STATEMENT INDICATING GANG INVOLVEMENT WAS MADE,Robbery
120920099,UNK SUS ENT APT CARPORT AREA  BROKEOFF PADLOCKS FROM OUTDOOR CABINET   SUS RMVD PROP AND FLED,BURG
90331648, UNK SS ACCESSED SAFE AND TOOK US CURRENCY UNK SS THEN FLED IN UNK DIR TO UNK LOC WITH V PROP,THEFT
110502171,UNK SUSP TOOK VICT'S PROP & FLED IN UNK DIRECTION  HUFFY MOUNTAIN BIKE,THEFT
120101294,UNK SUSP PRIED OPEN DRIVERS DOOR WITH PLIERS AND TOOK V'S WALLET/MONEY/CREDIT CARDS.,BTFV
100328095, UNK SS OPENED PSGR SIDE DOOR AND REMOVED VICTS ROP AND FLED IN UN DIR,BTFV
140606637,V LOCKED AND SECURED APT UNK S SMASHED REAR WINDOW AND ENTERED APT UNK S REMOVED V PROP FROM APT AND FLED TO AN UNK LOC WITH V PROP,BURG
110918485, UNK SUSP ENTERED VICTS UNLOCKED VEH  SUSP REMOVED VICTS PROP THEN FLEDLOC,BTFV
131909135,S WAS SEEN EXITING DRVR SIDE OF STOLEN VEH S WAS IN POSS OF VICT CAR  KEYS V DID NOT GIVE S PERMISSION TO DRIVE VEH,Grand Theft Auto 
121904845,SUSPS ENTERED LOCATION FILLED SHOPPING CART WITH MERCHANDISE AND EXITEDLOC WITH MERCHANDISE WITHOUT PAYING,THEFT
101226002,SUBJ 1 PUNCHED V TO THE GROUND WHILE HOLDING A KNIFE SUBJS AND SUSP THEN KICKED V UNTIL PD ARRIVED,Aggravated Assault  
110617540,SUSPS STATED TO VICT THEY NEEDED TO USE THE RESTROOM VICT ALLOWED THEM TO ENTER SUSPS DISTRACTED VICT TOOK PROP AND FLED,THEFT
90220246,SUSP APPROACHED VICTS VEH REACHED IN AND TOOK CELL PHONE THAT WAS ON PASSENGER SEAT SUSP FLED SCENE,BTFV
111227590,S1 STATED I GOT SOMETHING FOR YOU POINTED AN UNK CALIBER HAND GUN AT V S2 AND V INV IN ONGOING DISPUTE S2 DROVE V AND FOLLOWED V AS SHE WALKED HER KID,Aggravated Assault  
101504874,SUSP TAKES VICTS PURSE FROM BAR STOOL AND FLEES FROM LOC  VICT ALERTED BY SECURITY WHO THEN DETAINED SUSP,THEFT
90330837, S ACCELATED VEH AS V HELD ON TO PASSENGER SIDE DOOR,Aggravated Assault  
121813007,UNK SUSP TOOK UNK PRY TOOL AND ENTERED THROUGH THE PASSENGE DOOR OF    VICT VEH SUSP ENTERED VEH AND TOOK HIS PROP VICT DID NOT SEE WHO TOOK PROP,BTFV
100322593,SUSP1 PUSHED VICT INSIDE HIS RESIDENCE AND POINTER GUN AT VICT SUSP2 ZIPPED TIED VICT SUSPS TOOK PROP AND FLED LOC,Robbery
121118191,UNK SS OPEN V LOCKD VEH W UNK TOOL N INSERTED UNK OBJ IN STARTER IN AN ATT 2 START N TAKE VEH W OUT OWNERS CONSENT,Grand Theft Auto 
101214699,S ENTERED LEFT FRONT DRIVERS SEAT OF VEH BEING STOLEN DURING LAPD BUT  CAR OPERATION,Grand Theft Auto 
91716410,S TOOK V PROPERTY FROM V FRONT LAWN,THEFT
120515553,UNK SUSP(S) ENTERED VICT'S YARD AND TOOK VICT'S PROPERTY W/OUT PERMISSION. UNK SUSP(S) FLED IN UNK DIRECTION.,THEFT
132117175,RFC PILOT PROGRAM  S TOOK MERCHANDISE WITHOUT PAYING,THEFT
132015126,S REMOVED MEAT FROM A STOLEN RECOVERED VEH,Grand Theft Auto 
91912527,SUBJ APPROACHED V AND FIRED 5 TO 6 SHOTS STRIKING V ON LEG WHITSET GANG,Aggravated Assault  
131410237,VICT LEFT WALLET ON SEAT OF PASSENGER SHUTTLE AT LAX SUSP POSS EMPLOY  REMOVED US CURRENCY FROM VICTS WALLET,THEFT
100700838,SUSP ENTERED STORE REMOVED PROPERTY EXIT WITHOUT PAYING,THEFT
121404322,UNK SUSPS ATTEMPTED RO PRY OPEN DOOR W NEGATIVE RESULTS SUSPS SMASHED  GLASS WINDOW ON DOOR AND ENTERED LOC SUSPS RANSACKED BEDROOMS AND FLED LOC,BURG
100305905,SUPS ASKED V1 WHERE IS THE MONEY AND WHERE IS THE BEER AT SUSPS THEN   STUCK V1 IN HIS FACE SEVERAL TIMES FLED LOC IN UNK DIRECTION,Aggravated Assault  
121706660,SUSPS ENTERED V HOME REMOVED PROP AND LEFT LOC,THEFT
101122164,SUSPS ENTERED LOC THRU SIDE WNDW AND REMOVED PROP,BURG
90307148,S SS APPROACHED V WHILE AT THE BUS STOP S1 GRABBED V AROUND THE NECK   AND CHOCKED V SS REMOVED V PROP AND FLED TO THE ABV VEH LAST SEEN WB MLK,Robbery
111704973,SUSP ENTERED STORE VICT WALMART TOOK PROP AND HID ON PERSON EXITED     STORE WITHOUT PAYING FOR MERCHANDISE,THEFT
120324968,UNK SUSPS ENT THE LOC AND STOLE THE LISTED ITEMS RP IS UNSURE IF THE LOC WAS SECURED,THEFT
